Freq.	V(h)
1.04696835415384e+002	(-1.98493176554590e+001dB,-4.83494680900560e+001°)
1.05500814843653e+002	(-1.94870966939068e+001dB,-4.89769606825670e+001°)
1.06310968125397e+002	(-1.91226885237239e+001dB,-4.96203550516853e+001°)
1.07127342670369e+002	(-1.87560366735540e+001dB,-5.02803891766219e+001°)
1.07949986252387e+002	(-1.83870838216347e+001dB,-5.09578491899236e+001°)
1.08778947012133e+002	(-1.80157719465268e+001dB,-5.16535731592496e+001°)
1.09614273459962e+002	(-1.76420425144302e+001dB,-5.23684551923042e+001°)
1.10456014478751e+002	(-1.72658367097306e+001dB,-5.31034498909162e+001°)
1.11304219326750e+002	(-1.68870957165664e+001dB,-5.38595771812677e+001°)
1.12158937640472e+002	(-1.65057610605571e+001dB,-5.46379275479191e+001°)
1.13020219437594e+002	(-1.61217750214010e+001dB,-5.54396676993780e+001°)
1.13888115119882e+002	(-1.57350811288902e+001dB,-5.62660466922868e+001°)
1.14762675476148e+002	(-1.53456247570234e+001dB,-5.71184025395584e+001°)
1.15643951685213e+002	(-1.49533538333803e+001dB,-5.79981693245803e+001°)
1.16531995318908e+002	(-1.45582196837902e+001dB,-5.89068848384220e+001°)
1.17426858345091e+002	(-1.41601780356371e+001dB,-5.98461987491673e+001°)
1.18328593130685e+002	(-1.37591902069364e+001dB,-6.08178813012129e+001°)
1.19237252444748e+002	(-1.33552245126349e+001dB,-6.18238325265584e+001°)
1.20152889461556e+002	(-1.29482579244606e+001dB,-6.28660919284018e+001°)
1.21075557763716e+002	(-1.25382780260838e+001dB,-6.39468485680609e+001°)
1.22005311345302e+002	(-1.21252853113281e+001dB,-6.50684514472376e+001°)
1.22942204615018e+002	(-1.17092958796057e+001dB,-6.62334200263301e+001°)
1.23886292399375e+002	(-1.12903445894828e+001dB,-6.74444546527066e+001°)
1.24837629945907e+002	(-1.08684887380336e+001dB,-6.87044465867883e+001°)
1.25796272926396e+002	(-1.04438123399594e+001dB,-7.00164872040320e+001°)
1.26762277440138e+002	(-1.00164310856379e+001dB,-7.13838758123944e+001°)
1.27735700017220e+002	(-9.58649806032207e+000dB,-7.28101253521616e+001°)
1.28716597621832e+002	(-9.15421030615518e+000dB,-7.42989650325484e+001°)
1.29705027655598e+002	(-8.71981630250220e+000dB,-7.58543387022510e+001°)
1.30701047960934e+002	(-8.28362442556700e+000dB,-7.74803974458294e+001°)
1.31704716824438e+002	(-7.84601242177545e+000dB,-7.91814845444840e+001°)
1.32716092980296e+002	(-7.40743788637260e+000dB,-8.09621105445323e+001°)
1.33735235613720e+002	(-6.96844967352125e+000dB,-8.28269157554160e+001°)
1.34762204364415e+002	(-6.52970007044883e+000dB,-8.47806170817599e+001°)
1.35797059330062e+002	(-6.09195743902944e+000dB,-8.68279357320792e+001°)
1.36839861069844e+002	(-5.65611885733900e+000dB,-8.89735021194201e+001°)
1.37890670607982e+002	(-5.22322207720302e+000dB,-9.12217342905564e+001°)
1.38949549437311e+002	(-4.79445585254820e+000dB,-9.35766866435338e+001°)
1.40016559522875e+002	(-4.37116739721742e+000dB,-9.60418667085502e+001°)
1.41091763305557e+002	(-3.95486542309574e+000dB,-9.86200195872372e+001°)
1.42175223705729e+002	(-3.54721693185235e+000dB,-1.01312882472056e+002°)
1.43267004126938e+002	(-3.15003575078259e+000dB,-1.04120915631160e+002°)
1.44367168459611e+002	(-2.76526080214886e+000dB,-1.07043021314511e+002°)
1.45475781084802e+002	(-2.39492237818038e+000dB,-1.10076267913116e+002°)
1.46592906877951e+002	(-2.04109535900445e+000dB,-1.13215642706692e+002°)
1.47718611212685e+002	(-1.70583942133921e+000dB,-1.16453861558111e+002°)
1.48852959964644e+002	(-1.39112782761897e+000dB,-1.19781266485693e+002°)
1.49996019515334e+002	(-1.09876822601074e+000dB,-1.23185840584416e+002°)
1.51147856756012e+002	(-8.30320760254298e-001dB,-1.26653363026679e+002°)
1.52308539091602e+002	(-5.87020296101442e-001dB,-1.30167714504540e+002°)
1.53478134444638e+002	(-3.69710291519390e-001dB,-1.33711326517787e+002°)
1.54656711259239e+002	(-1.78795431966916e-001dB,-1.37265748938400e+002°)
1.55844338505114e+002	(-1.42185049020561e-002dB,-1.40812292992019e+002°)
1.57041085681599e+002	(1.24535706341832e-001dB,-1.44332695066130e+002°)
1.58247022821725e+002	(2.38409981758721e-001dB,-1.47809743424171e+002°)
1.59462220496314e+002	(3.28721305864279e-001dB,-1.51227815808897e+002°)
1.60686749818108e+002	(3.97090654517787e-001dB,-1.54573289586324e+002°)
1.61920682445934e+002	(4.45363290779871e-001dB,-1.57834804259110e+002°)
1.63164090588896e+002	(4.75526995095355e-001dB,-1.61003374919834e+002°)
1.64417047010599e+002	(4.89634669812694e-001dB,-1.64072371064653e+002°)
1.65679625033410e+002	(4.89736103861208e-001dB,-1.67037385994813e+002°)
1.66951898542745e+002	(4.77821787429348e-001dB,-1.69896027187035e+002°)
1.68233941991397e+002	(4.55779889194845e-001dB,-1.72647658175499e+002°)
1.69525830403889e+002	(4.25366081785126e-001dB,-1.75293119055759e+002°)
1.70827639380868e+002	(3.88184920009768e-001dB,-1.77834447282451e+002°)
1.72139445103525e+002	(3.45680928702758e-001dB,1.79725385628574e+002°)
1.73461324338058e+002	(2.99137365625230e-001dB,1.77382711580915e+002°)
1.74793354440160e+002	(2.49680687615500e-001dB,1.75133372420708e+002°)
1.76135613359549e+002	(1.98288965858289e-001dB,1.72972893996198e+002°)
1.77488179644526e+002	(1.45802787826103e-001dB,1.70896628770470e+002°)
1.78851132446576e+002	(9.29374913045382e-002dB,1.68899869573347e+002°)
1.80224551524996e+002	(4.02958638113676e-002dB,1.66977937904163e+002°)
1.81608517251566e+002	(-1.16193102533253e-002dB,1.65126250488151e+002°)
1.83003110615247e+002	(-6.23932690347275e-002dB,1.63340367725963e+002°)
1.84408413226928e+002	(-1.11688115088608e-001dB,1.61616027400249e+002°)
1.85824507324194e+002	(-1.59232617144657e-001dB,1.59949166618839e+002°)
1.87251475776146e+002	(-2.04813024307390e-001dB,1.58335934551385e+002°)
1.88689402088243e+002	(-2.48264886990496e-001dB,1.56772698099928e+002°)
1.90138370407194e+002	(-2.89465841079645e-001dB,1.55256042259423e+002°)
1.91598465525882e+002	(-3.28329289152870e-001dB,1.53782766584279e+002°)
1.93069772888321e+002	(-3.64798900763635e-001dB,1.52349878885486e+002°)
1.94552378594663e+002	(-3.98843849467237e-001dB,1.50954587038838e+002°)
1.96046369406233e+002	(-4.30454704926196e-001dB,1.49594289584131e+002°)
1.97551832750603e+002	(-4.59639902218252e-001dB,1.48266565632767e+002°)
1.99068856726717e+002	(-4.86422716072437e-001dB,1.46969164471423e+002°)
2.00597530110037e+002	(-5.10838674260824e-001dB,1.45699995146869e+002°)
2.02137942357745e+002	(-5.32933351159638e-001dB,1.44457116236854e+002°)
2.03690183613973e+002	(-5.52760489168252e-001dB,1.43238725949937e+002°)
2.05254344715083e+002	(-5.70380401994956e-001dB,1.42043152649595e+002°)
2.06830517194978e+002	(-5.85858619649767e-001dB,1.40868845861952e+002°)
2.08418793290462e+002	(-5.99264740266849e-001dB,1.39714367799505e+002°)
2.10019265946635e+002	(-6.10671458595443e-001dB,1.38578385413333e+002°)
2.11632028822336e+002	(-6.20153745168589e-001dB,1.37459662971887e+002°)
2.13257176295619e+002	(-6.27788153813438e-001dB,1.36357055154229e+002°)
2.14894803469279e+002	(-6.33652238351474e-001dB,1.35269500638623e+002°)
2.16545006176418e+002	(-6.37824062097530e-001dB,1.34196016162795e+002°)
2.18207880986048e+002	(-6.40381786149325e-001dB,1.33135691029450e+002°)
2.19883525208750e+002	(-6.41403324511540e-001dB,1.32087682029224e+002°)
2.21572036902363e+002	(-6.40966055860304e-001dB,1.31051208752839e+002°)
2.23273514877724e+002	(-6.39146583264219e-001dB,1.30025549264503e+002°)
2.24988058704449e+002	(-6.36020534471386e-001dB,1.29010036109402e+002°)
2.26715768716761e+002	(-6.31662396477086e-001dB,1.28004052629196e+002°)
2.28456746019364e+002	(-6.26145379031722e-001dB,1.27007029560805e+002°)
2.30211092493354e+002	(-6.19541302555300e-001dB,1.26018441895171e+002°)
2.31978910802186e+002	(-6.11920506613360e-001dB,1.25037805974201e+002°)
2.33760304397678e+002	(-6.03351775697192e-001dB,1.24064676805609e+002°)
2.35555377526069e+002	(-5.93902279552753e-001dB,1.23098645576859e+002°)
2.37364235234115e+002	(-5.83637525730415e-001dB,1.22139337350831e+002°)
2.39186983375240e+002	(-5.72621322393449e-001dB,1.21186408927252e+002°)
2.41023728615729e+002	(-5.60915749734014e-001dB,1.20239546855202e+002°)
2.42874578440969e+002	(-5.48581138611391e-001dB,1.19298465583247e+002°)
2.44739641161742e+002	(-5.35676055253880e-001dB,1.18362905734930e+002°)
2.46619025920559e+002	(-5.22257291058518e-001dB,1.17432632498384e+002°)
2.48512842698051e+002	(-5.08379856687071e-001dB,1.16507434119864e+002°)
2.50421202319401e+002	(-4.94096979796940e-001dB,1.15587120491921e+002°)
2.52344216460836e+002	(-4.79460105863658e-001dB,1.14671521827766e+002°)
2.54281997656154e+002	(-4.64518901652827e-001dB,1.13760487414217e+002°)
2.56234659303315e+002	(-4.49321260983763e-001dB,1.12853884436303e+002°)
2.58202315671076e+002	(-4.33913312499049e-001dB,1.11951596867300e+002°)
2.60185081905675e+002	(-4.18339429213902e-001dB,1.11053524418591e+002°)
2.62183074037575e+002	(-4.02642239669299e-001dB,1.10159581544285e+002°)
2.64196408988247e+002	(-3.86862640554066e-001dB,1.09269696496102e+002°)
2.66225204577019e+002	(-3.71039810695003e-001dB,1.08383810424441e+002°)
2.68269579527967e+002	(-3.55211226341377e-001dB,1.07501876522056e+002°)
2.70329653476861e+002	(-3.39412677691876e-001dB,1.06623859207106e+002°)
2.72405546978172e+002	(-3.23678286629013e-001dB,1.05749733342751e+002°)
2.74497381512119e+002	(-3.08040525638661e-001dB,1.04879483490769e+002°)
2.76605279491785e+002	(-2.92530237901537e-001dB,1.04013103196992e+002°)
2.78729364270277e+002	(-2.77176658549170e-001dB,1.03150594306619e+002°)
2.80869760147944e+002	(-2.62007437080902e-001dB,1.02291966307709e+002°)
2.83026592379653e+002	(-2.47048660938677e-001dB,1.01437235701393e+002°)
2.85199987182118e+002	(-2.32324880236519e-001dB,1.00586425397521e+002°)
2.87390071741287e+002	(-2.17859133638619e-001dB,9.97395641346494e+001°)
2.89596974219782e+002	(-2.03672975376705e-001dB,9.88966859234276e+001°)
2.91820823764403e+002	(-1.89786503392941e-001dB,9.80578295125807e+001°)
2.94061750513682e+002	(-1.76218388588657e-001dB,9.72230378767923e+001°)
2.96319885605500e+002	(-1.62985905154108e-001dB,9.63923577259084e+001°)
2.98595361184764e+002	(-1.50104961947691e-001dB,9.55658390349614e+001°)
3.00888310411135e+002	(-1.37590134886692e-001dB,9.47435345945868e+001°)
3.03198867466823e+002	(-1.25454700305354e-001dB,9.39254995814648e+001°)
3.05527167564441e+002	(-1.13710669229636e-001dB,9.31117911484663e+001°)
3.07873346954912e+002	(-1.02368822511664e-001dB,9.23024680342190e+001°)
3.10237542935451e+002	(-9.14387467614330e-002dB,9.14975901918335e+001°)
3.12619893857590e+002	(-8.09288710077411e-002dB,9.06972184365494e+001°)
3.15020539135282e+002	(-7.08465040153795e-002dB,8.99014141120686e+001°)
3.17439619253054e+002	(-6.11978721814516e-002dB,8.91102387753445e+001°)
3.19877275774233e+002	(-5.19881579298759e-002dB,8.83237538995951e+001°)
3.22333651349225e+002	(-4.32215385199316e-002dB,8.75420205952941e+001°)
3.24808889723866e+002	(-3.49012251824713e-002dB,8.67650993488853e+001°)
3.27303135747835e+002	(-2.70295024956333e-002dB,8.59930497789442e+001°)
3.29816535383127e+002	(-1.96077679105345e-002dB,8.52259304094942e+001°)
3.32349235712598e+002	(-1.26365713375143e-002dB,8.44637984601605e+001°)
3.34901384948569e+002	(-6.11565470329067e-003dB,8.37067096528221e+001°)
3.37473132441502e+002	(-4.39913906670120e-005dB,8.29547180343976e+001°)
3.40064628688739e+002	(5.58017452663888e-003dB,8.22078758153774e+001°)
3.42676025343308e+002	(1.07592893385865e-002dB,8.14662332236877e+001°)
3.45307475222801e+002	(1.54964511257193e-002dB,8.07298383734508e+001°)
3.47959132318312e+002	(1.97953716374171e-002dB,7.99987371481829e+001°)
3.50631151803451e+002	(2.36603386977133e-002dB,7.92729730979485e+001°)
3.53323690043427e+002	(2.70961792104492e-002dB,7.85525873499719e+001°)
3.56036904604192e+002	(3.01082228316811e-002dB,7.78376185321903e+001°)
3.58770954261670e+002	(3.27022663727549e-002dB,7.71281027092150e+001°)
3.61525999011041e+002	(3.48845389926134e-002dB,7.64240733301569e+001°)
3.64302200076108e+002	(3.66616682329971e-002dB,7.57255611877614e+001°)
3.67099719918732e+002	(3.80406469455198e-002dB,7.50325943882885e+001°)
3.69918722248335e+002	(3.90288011540662e-002dB,7.43451983315712e+001°)
3.72759372031486e+002	(3.96337588910491e-002dB,7.36633957006796e+001°)
3.75621835501550e+002	(3.98634200409978e-002dB,7.29872064606201e+001°)
3.78506280168419e+002	(3.97259272198958e-002dB,7.23166478654988e+001°)
3.81412874828313e+002	(3.92296377134512e-002dB,7.16517344735847e+001°)
3.84341789573657e+002	(3.83830964929116e-002dB,7.09924781697127e+001°)
3.87293195803038e+002	(3.71950103222212e-002dB,7.03388881944766e+001°)
3.90267266231231e+002	(3.56742229657073e-002dB,6.96909711796705e+001°)
3.93264174899310e+002	(3.38296915012443e-002dB,6.90487311894528e+001°)
3.96284097184830e+002	(3.16704637395811e-002dB,6.84121697667152e+001°)
3.99327209812091e+002	(2.92056567468352e-002dB,6.77812859841606e+001°)
4.02393690862481e+002	(2.64444364631552e-002dB,6.71560764996038e+001°)
4.05483719784895e+002	(2.33959984074877e-002dB,6.65365356150325e+001°)
4.08597477406238e+002	(2.00695494550316e-002dB,6.59226553389783e+001°)
4.11735145942006e+002	(1.64742906710276e-002dB,6.53144254517721e+001°)
4.14896909006949e+002	(1.26194011821786e-002dB,6.47118335732730e+001°)
4.18082951625818e+002	(8.51402306419142e-003dB,6.41148652326846e+001°)
4.21293460244188e+002	(4.16724722211695e-003dB,6.35235039400879e+001°)
4.24528622739376e+002	(-4.11899761709047e-004dB,6.29377312593458e+001°)
4.27788628431428e+002	(-5.21446783917091e-003dB,6.23575268820498e+001°)
4.31073668094201e+002	(-1.02315947955231e-002dB,6.17828687022039e+001°)
4.34383933966529e+002	(-1.54545166657269e-002dB,6.12137328913576e+001°)
4.37719619763470e+002	(-2.08745772984368e-002dB,6.06500939739237e+001°)
4.41080920687642e+002	(-2.64832370987159e-002dB,6.00919249024315e+001°)
4.44468033440649e+002	(-3.22720809813423e-002dB,5.95391971324889e+001°)
4.47881156234589e+002	(-3.82328255668197e-002dB,5.89918806972443e+001°)
4.51320488803653e+002	(-4.43573256523679e-002dB,5.84499442811563e+001°)
4.54786232415816e+002	(-5.06375799904641e-002dB,5.79133552928969e+001°)
4.58278589884613e+002	(-5.70657364071013e-002dB,5.73820799372324e+001°)
4.61797765581010e+002	(-6.36340962920047e-002dB,5.68560832857394e+001°)
4.65343965445359e+002	(-7.03351184925287e-002dB,5.63353293462305e+001°)
4.68917396999455e+002	(-7.71614226426836e-002dB,5.58197811307775e+001°)
4.72518269358676e+002	(-8.41057919580732e-002dB,5.53094007222365e+001°)
4.76146793244221e+002	(-9.11611755269331e-002dB,5.48041493391863e+001°)
4.79803180995445e+002	(-9.83206901268840e-002dB,5.43039873992128e+001°)
4.83487646582280e+002	(-1.05577621596219e-001dB,5.38088745804734e+001°)
4.87200405617758e+002	(-1.12925425787552e-001dB,5.33187698814952e+001°)
4.90941675370632e+002	(-1.20357729131246e-001dB,5.28336316791650e+001°)
4.94711674778083e+002	(-1.27868328834584e-001dB,5.23534177848800e+001°)
4.98510624458541e+002	(-1.35451192742282e-001dB,5.18780854988392e+001°)
5.02338746724588e+002	(-1.43100458882660e-001dB,5.14075916624589e+001°)
5.06196265595973e+002	(-1.50810434722903e-001dB,5.09418927089073e+001°)
5.10083406812717e+002	(-1.58575596156077e-001dB,5.04809447117573e+001°)
5.14000397848329e+002	(-1.66390586241291e-001dB,5.00247034317640e+001°)
5.17947467923109e+002	(-1.74250213717714e-001dB,4.95731243617782e+001°)
5.21924848017571e+002	(-1.82149451311988e-001dB,4.91261627698126e+001°)
5.25932770885954e+002	(-1.90083433857909e-001dB,4.86837737402823e+001°)
5.29971471069846e+002	(-1.98047456245874e-001dB,4.82459122134442e+001°)
5.34041184911904e+002	(-2.06036971219237e-001dB,4.78125330230640e+001°)
5.38142150569694e+002	(-2.14047587033269e-001dB,4.73835909323434e+001°)
5.42274608029616e+002	(-2.22075064991939e-001dB,4.69590406681415e+001°)
5.46438799120960e+002	(-2.30115316876758e-001dB,4.65388369535272e+001°)
5.50634967530047e+002	(-2.38164402280848e-001dB,4.61229345387025e+001°)
5.54863358814496e+002	(-2.46218525861233e-001dB,4.57112882303365e+001°)
5.59124220417594e+002	(-2.54274034520644e-001dB,4.53038529193524e+001°)
5.63417801682771e+002	(-2.62327414530407e-001dB,4.49005836072111e+001°)
5.67744353868197e+002	(-2.70375288604307e-001dB,4.45014354307348e+001°)
5.72104130161483e+002	(-2.78414412933396e-001dB,4.41063636855161e+001°)
5.76497385694497e+002	(-2.86441674190579e-001dB,4.37153238479565e+001°)
5.80924377558295e+002	(-2.94454086513259e-001dB,4.33282715959811e+001°)
5.85385364818168e+002	(-3.02448788471943e-001dB,4.29451628284735e+001°)
5.89880608528796e+002	(-3.10423040031807e-001dB,4.25659536834771e+001°)
5.94410371749532e+002	(-3.18374219513982e-001dB,4.21906005552069e+001°)
5.98974919559793e+002	(-3.26299820562378e-001dB,4.18190601099178e+001°)
6.03574519074570e+002	(-3.34197449121959e-001dB,4.14512893006714e+001°)
6.08209439460064e+002	(-3.42064820433342e-001dB,4.10872453810472e+001°)
6.12879951949434e+002	(-3.49899756048418e-001dB,4.07268859178386e+001°)
6.17586329858671e+002	(-3.57700180871379e-001dB,4.03701688027778e+001°)
6.22328848602592e+002	(-3.65464120228754e-001dB,4.00170522633299e+001°)
6.27107785710957e+002	(-3.73189696972211e-001dB,3.96674948725958e+001°)
6.31923420844710e+002	(-3.80875128616913e-001dB,3.93214555583647e+001°)
6.36776035812345e+002	(-3.88518724518619e-001dB,3.89788936113542e+001°)
6.41665914586395e+002	(-3.96118883091573e-001dB,3.86397686926740e+001°)
6.46593343320055e+002	(-4.03674089069736e-001dB,3.83040408405518e+001°)
6.51558610363922e+002	(-4.11182910813077e-001dB,3.79716704763552e+001°)
6.56562006282872e+002	(-4.18643997660637e-001dB,3.76426184099444e+001°)
6.61603823873063e+002	(-4.26056077331792e-001dB,3.73168458443884e+001°)
6.66684358179069e+002	(-4.33417953376944e-001dB,3.69943143800775e+001°)
6.71803906511149e+002	(-4.40728502678694e-001dB,3.66749860182623e+001°)
6.76962768462640e+002	(-4.47986673004155e-001dB,3.63588231640505e+001°)
6.82161245927491e+002	(-4.55191480609209e-001dB,3.60457886288885e+001°)
6.87399643117934e+002	(-4.62342007895161e-001dB,3.57358456325570e+001°)
6.92678266582280e+002	(-4.69437401118025e-001dB,3.54289578047074e+001°)
6.97997425222862e+002	(-4.76476868150790e-001dB,3.51250891859638e+001°)
7.03357430314111e+002	(-4.83459676298596e-001dB,3.48242042286163e+001°)
7.08758595520770e+002	(-4.90385150166856e-001dB,3.45262677969291e+001°)
7.14201236916252e+002	(-4.97252669582178e-001dB,3.42312451670861e+001°)
7.19685673001134e+002	(-5.04061667565760e-001dB,3.39391020267954e+001°)
7.25212224721799e+002	(-5.10811628359089e-001dB,3.36498044745754e+001°)
7.30781215489212e+002	(-5.17502085501320e-001dB,3.33633190187403e+001°)
7.36392971197853e+002	(-5.24132619958010e-001dB,3.30796125761053e+001°)
7.42047820244782e+002	(-5.30702858300619e-001dB,3.27986524704305e+001°)
7.47746093548859e+002	(-5.37212470936171e-001dB,3.25204064306191e+001°)
7.53488124570110e+002	(-5.43661170386382e-001dB,3.22448425886894e+001°)
7.59274249329240e+002	(-5.50048709615612e-001dB,3.19719294775327e+001°)
7.65104806427297e+002	(-5.56374880406944e-001dB,3.17016360284766e+001°)
7.70980137065487e+002	(-5.62639511785369e-001dB,3.14339315686652e+001°)
7.76900585065138e+002	(-5.68842468487697e-001dB,3.11687858182703e+001°)
7.82866496887827e+002	(-5.74983649477926e-001dB,3.09061688875483e+001°)
7.88878221655647e+002	(-5.81062986507514e-001dB,3.06460512737534e+001°)
7.94936111171642e+002	(-5.87080442719575e-001dB,3.03884038579202e+001°)
8.01040519940395e+002	(-5.93036011296082e-001dB,3.01331979015262e+001°)
8.07191805188770e+002	(-5.98929714147277e-001dB,2.98804050430452e+001°)
8.13390326886818e+002	(-6.04761600642292e-001dB,2.96299972944015e+001°)
8.19636447768846e+002	(-6.10531746380159e-001dB,2.93819470373349e+001°)
8.25930533354636e+002	(-6.16240252000177e-001dB,2.91362270196850e+001°)
8.32272951970844e+002	(-6.21887242030872e-001dB,2.88928103516034e+001°)
8.38664074772547e+002	(-6.27472863776506e-001dB,2.86516705017026e+001°)
8.45104275764969e+002	(-6.32997286240306e-001dB,2.84127812931484e+001°)
8.51593931825362e+002	(-6.38460699083484e-001dB,2.81761168997039e+001°)
8.58133422725064e+002	(-6.43863311619076e-001dB,2.79416518417303e+001°)
8.64723131151722e+002	(-6.49205351839886e-001dB,2.77093609821534e+001°)
8.71363442731688e+002	(-6.54487065479444e-001dB,2.74792195223997e+001°)
8.78054746052583e+002	(-6.59708715105281e-001dB,2.72512029983088e+001°)
8.84797432686039e+002	(-6.64870579243480e-001dB,2.70252872760268e+001°)
8.91591897210613e+002	(-6.69972951533803e-001dB,2.68014485478868e+001°)
8.98438537234878e+002	(-6.75016139914564e-001dB,2.65796633282804e+001°)
9.05337753420691e+002	(-6.80000465836162e-001dB,2.63599084495245e+001°)
9.12289949506636e+002	(-6.84926263502886e-001dB,2.61421610577276e+001°)
9.19295532331658e+002	(-6.89793879141798e-001dB,2.59263986086610e+001°)
9.26354911858863e+002	(-6.94603670298077e-001dB,2.57125988636355e+001°)
9.33468501199513e+002	(-6.99356005156170e-001dB,2.55007398853897e+001°)
9.40636716637202e+002	(-7.04051261885700e-001dB,2.52908000339919e+001°)
9.47859977652213e+002	(-7.08689828011701e-001dB,2.50827579627585e+001°)
9.55138706946071e+002	(-7.13272099808269e-001dB,2.48765926141920e+001°)
9.62473330466272e+002	(-7.17798481714863e-001dB,2.46722832159403e+001°)
9.69864277431217e+002	(-7.22269385774909e-001dB,2.44698092767813e+001°)
9.77311980355324e+002	(-7.26685231095475e-001dB,2.42691505826328e+001°)
9.84816875074342e+002	(-7.31046443327949e-001dB,2.40702871925911e+001°)
9.92379400770852e+002	(-7.35353454168588e-001dB,2.38731994350005e+001°)
9.99999999999973e+002	(-7.39606700878616e-001dB,2.36778679035538e+001°)
1.00767911871526e+003	(-7.43806625823101e-001dB,2.34842734534261e+001°)
1.01541720629478e+003	(-7.47953676028090e-001dB,2.32923971974448e+001°)
1.02321471556746e+003	(-7.52048302755337e-001dB,2.31022205022941e+001°)
1.03107210283953e+003	(-7.56090961094157e-001dB,2.29137249847573e+001°)
1.03898982792125e+003	(-7.60082109569761e-001dB,2.27268925079984e+001°)
1.04696835415383e+003	(-7.64022209767532e-001dB,2.25417051778809e+001°)
1.05500814843652e+003	(-7.67911725972886e-001dB,2.23581453393287e+001°)
1.06310968125396e+003	(-7.71751124825876e-001dB,2.21761955727267e+001°)
1.07127342670368e+003	(-7.75540874990398e-001dB,2.19958386903626e+001°)
1.07949986252386e+003	(-7.79281446837280e-001dB,2.18170577329121e+001°)
1.08778947012132e+003	(-7.82973312140857e-001dB,2.16398359659650e+001°)
1.09614273459961e+003	(-7.86616943788612e-001dB,2.14641568765950e+001°)
1.10456014478750e+003	(-7.90212815503406e-001dB,2.12900041699731e+001°)
1.11304219326749e+003	(-7.93761401577777e-001dB,2.11173617660237e+001°)
1.12158937640471e+003	(-7.97263176620103e-001dB,2.09462137961251e+001°)
1.13020219437593e+003	(-8.00718615312019e-001dB,2.07765445998533e+001°)
1.13888115119881e+003	(-8.04128192176774e-001dB,2.06083387217708e+001°)
1.14762675476147e+003	(-8.07492381358216e-001dB,2.04415809082582e+001°)
1.15643951685212e+003	(-8.10811656409849e-001dB,2.02762561043908e+001°)
1.16531995318907e+003	(-8.14086490093801e-001dB,2.01123494508588e+001°)
1.17426858345090e+003	(-8.17317354189286e-001dB,1.99498462809317e+001°)
1.18328593130684e+003	(-8.20504719310085e-001dB,1.97887321174660e+001°)
1.19237252444747e+003	(-8.23649054730995e-001dB,1.96289926699574e+001°)
1.20152889461555e+003	(-8.26750828222686e-001dB,1.94706138316354e+001°)
1.21075557763714e+003	(-8.29810505894735e-001dB,1.93135816766024e+001°)
1.22005311345301e+003	(-8.32828552046588e-001dB,1.91578824570146e+001°)
1.22942204615017e+003	(-8.35805429026152e-001dB,1.90035026003067e+001°)
1.23886292399374e+003	(-8.38741597095622e-001dB,1.88504287064581e+001°)
1.24837629945905e+003	(-8.41637514304434e-001dB,1.86986475453022e+001°)
1.25796272926395e+003	(-8.44493636369008e-001dB,1.85481460538761e+001°)
1.26762277440137e+003	(-8.47310416558967e-001dB,1.83989113338139e+001°)
1.27735700017219e+003	(-8.50088305589719e-001dB,1.82509306487782e+001°)
1.28716597621831e+003	(-8.52827751521073e-001dB,1.81041914219352e+001°)
1.29705027655597e+003	(-8.55529199661665e-001dB,1.79586812334677e+001°)
1.30701047960933e+003	(-8.58193092478985e-001dB,1.78143878181294e+001°)
1.31704716824437e+003	(-8.60819869514840e-001dB,1.76712990628380e+001°)
1.32716092980295e+003	(-8.63409967305961e-001dB,1.75294030043072e+001°)
1.33735235613719e+003	(-8.65963819309592e-001dB,1.73886878267178e+001°)
1.34762204364413e+003	(-8.68481855833866e-001dB,1.72491418594263e+001°)
1.35797059330061e+003	(-8.70964503972831e-001dB,1.71107535747111e+001°)
1.36839861069843e+003	(-8.73412187545816e-001dB,1.69735115855566e+001°)
1.37890670607981e+003	(-8.75825327041074e-001dB,1.68374046434726e+001°)
1.38949549437310e+003	(-8.78204339563571e-001dB,1.67024216363518e+001°)
1.40016559522874e+003	(-8.80549638786532e-001dB,1.65685515863608e+001°)
1.41091763305556e+003	(-8.82861634906926e-001dB,1.64357836478682e+001°)
1.42175223705728e+003	(-8.85140734604358e-001dB,1.63041071054065e+001°)
1.43267004126936e+003	(-8.87387341003581e-001dB,1.61735113716684e+001°)
1.44367168459610e+003	(-8.89601853640261e-001dB,1.60439859855367e+001°)
1.45475781084801e+003	(-8.91784668429813e-001dB,1.59155206101482e+001°)
1.46592906877949e+003	(-8.93936177639481e-001dB,1.57881050309894e+001°)
1.47718611212684e+003	(-8.96056769863156e-001dB,1.56617291540253e+001°)
1.48852959964643e+003	(-8.98146829999046e-001dB,1.55363830038594e+001°)
1.49996019515333e+003	(-9.00206739230041e-001dB,1.54120567219256e+001°)
1.51147856756011e+003	(-9.02236875006582e-001dB,1.52887405647104e+001°)
1.52308539091601e+003	(-9.04237611032025e-001dB,1.51664249020058e+001°)
1.53478134444637e+003	(-9.06209317250279e-001dB,1.50451002151924e+001°)
1.54656711259237e+003	(-9.08152359835734e-001dB,1.49247570955509e+001°)
1.55844338505112e+003	(-9.10067101185322e-001dB,1.48053862426035e+001°)
1.57041085681598e+003	(-9.11953899912510e-001dB,1.46869784624837e+001°)
1.58247022821724e+003	(-9.13813110843425e-001dB,1.45695246663333e+001°)
1.59462220496312e+003	(-9.15645085014618e-001dB,1.44530158687277e+001°)
1.60686749818106e+003	(-9.17450169672780e-001dB,1.43374431861285e+001°)
